OTL ID,Title,Copyright Year,Contributors,Publisher,Description,License,library URL,Subject 1,Subject 2,
331,Torts: Cases and Contexts Volume 1,2016,Eric E. Johnson - Author,CALI's eLangdell® Press,"Plain-spoken and convivial, this casebook makes a deliberate effort to explain the law, rather than to provide a mere compilation of readings and questions. Simple concepts are presented simply. Complex concepts are broken down and accompanied by examples and problems. By being clear and straightforward, the casebook aims to quickly get students to the point where they can navigate regions of gray and build nuanced arguments. The book is written from the conviction that when students stop to puzzle over something, it should be because the law itself puzzles, not because the book obfuscates. Students describe the book as easy to read. A key aim is context, with explanations of how pieces of doctrine fit into the bigger picture. There is also a continual effort to plug doctrine into the real world of practice, getting students to think about litigation strategy and tactics. Another key feature is a high-degree of organization. Doctrine is explained upfront, independent of and before the cases. After the cases, there is no notes-and-questions mishmash. Historical notes, check-your-understanding questions, questions to ponder, and problems are all separately labeled as such. The readings are rich with variety. The classic cases are here, of course. But there are also atypical readings that allow students to see tort law from different perspectives, including an opening statement, a closing argument, administrative-enforcement letters, an excerpt from a novel, and an opinion on tribal law from a Navajo court. Many selections are also startlingly modern, with facts involving texting-and-driving, alcoholic energy drinks, Facebook libel, suddenly accelerating Toyotas, and the misery of a six-hour tarmac delay.",Attribution-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/torts-cases-and-contexts-volume-1,Law - Civil Law,,
332,U.S. Federal Income Taxation of Individuals 2023,2017,Deborah A Geier - Author,CALI's eLangdell® Press,"This is the tenth edition of this textbook, updated through December 15, 2022 for use beginning January 2023. In addition to incorporating new law and all inflation adjustments, this edition builds on updates made for the ninth edition and incorporates new charts pertaining to economic and tax data, including December 2019 CBO charts showing that income inequality between 2015 and 2020 (with the Tax Cuts and Jobs Act enacted in 2017) worsened after taxes and transfers than before taxes and transfers are taken into account. This textbook is not intended to be an exhaustive treatise; rather, it is intended to be far more useful than that for beginning tax law students by equipping the novice not merely with unmoored detail but rather with a rich blueprint that illuminates the deeper structural framework on which that detail hangs (sometimes crookedly). Chapter 1 outlines the conceptual meaning of the term income for uniquely tax purposes and examines the Internal Revenue Code provisions that translate this construct into positive law. Chapter 2 explores various forms of consumption taxation because the modern Internal Revenue Code is best perceived as a hybrid income-consumption tax that also contains many provisions that are inconsistent with both forms of taxation. Chapter 3 then provides students with the story of how we got to where we are today, important context about the distribution of the tax burden, the budget, and economic trends, as well as material on ethical debates, economic theories, and politics as they affect taxation. Armed with this larger blueprint, students are in a much better position to evaluate the myriad pieces that follow throughout the remaining 18 chapters. For example, they are in a better position to appreciate how applying the income tax rules for debt to a debt-financed investment afforded more favorable consumption tax treatment creates tax shelter problems. Stated another way, they can better appreciate how the tax system can sometimes be used to generate (or combat) unfair and economically inefficient rent-seeking behavior. eBook versions (mobi and epub) will be available for free in early January 2023.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/u-s-federal-income-taxation-of-individuals-2017,Law,,
333,Choosing & Using Sources: A Guide to Academic Research,2016,Cheryl Lowry - Editor,Ohio State University Libraries,"Choosing & Using Sources presents a process for academic research and writing, from formulating your research question to selecting good information and using it effectively in your research assignments. Additional chapters cover understanding types of sources, searching for information, and avoiding plagiarism. Each chapter includes self-quizzes and activities to reinforce core concepts and help you apply them. There are also appendices for quick reference on search tools, copyright basics, and fair use. What experts are saying about Choosing & Using Sources: A Guide to Academic Research: “…a really fantastic contribution that offers a much needed broadened perspective on the process of research, and is packed to the brim with all kinds of resources and advice on how to effectively use them. The chapter on plagiarism is really excellent, and the chapter on searching for sources is utterly brilliant.” – Chris Manion, PhDCoordinator of Writing Across the Curriculum at Ohio State University “… an excellent resource for students, with engaging content, graphics, and examples—very compelling. The coverage of copyright is outstanding.” – J. Craig GibsonCo-chair of ACRL's Task Force on Information Literacy Competency Standards for Higher Education",Attribution,https://open.umn.edu/opentextbooks/textbooks/choosing-using-sources-a-guide-to-academic-research,Education,Student Success,
334,Chemistry: Atoms First - 2e,2019,Paul Flowers - Author / Edward J. Neth - Author / William R. Robinson - Author,OpenStax,"Chemistry: Atoms First 2e is a peer-reviewed, openly licensed introductory textbook produced through a collaborative publishing partnership between OpenStax and the University of Connecticut and UConn Undergraduate Student Government Association. This text is an atoms-first adaptation of OpenStax Chemistry 2e. The intention of “atoms-first” involves a few basic principles: first, it introduces atomic and molecular structure much earlier than the traditional approach, and it threads these themes through subsequent chapters. This approach may be chosen as a way to delay the introduction of material such as stoichiometry that students traditionally find abstract and difficult, thereby allowing students time to acclimate their study skills to chemistry. Additionally, it gives students a basis for understanding the application of quantitative principles to the chemistry that underlies the entire course. It also aims to center the study of chemistry on the atomic foundation that many will expand upon in a later course covering organic chemistry, easing that transition when the time arrives. The second edition has been revised to incorporate clearer, more current, and more dynamic explanations, while maintaining the same organization as the first edition. Substantial improvements have been made in the figures, illustrations, and example exercises that support the text narrative.",Attribution,https://open.umn.edu/opentextbooks/textbooks/chemistry-atoms-first,Natural Sciences - Chemistry,,
335,World Regional Geography,2016,Caitlin Finlayson - Author,Caitlin Finlayson,"Rather than present students with a broad, novice-level introduction to geography, emphasizing places and vocabulary terms, this text approaches geography as experts understand the discipline, focusing on connections and an in-depth understanding of core themes. This thematic approach, informed by pedagogical research, provides students with an introduction to thinking geographically. Instead of repeating the same several themes each chapter, this text emphasizes depth over breadth by arranging each chapter around a central theme and then exploring that theme in detail as it applies to the particular region. In addition, while chapters are designed to stand alone and be rearranged or eliminated at the instructor's discretion, the theme of globalization and inequality unites all of the regions discussed. This core focus enables students to draw connections between regions and to better understand the interconnectedness of our world. Furthermore, the focus on both globalization and inequality helps demonstrate the real-world application of the concepts discussed. Colonialism, for instance, rather than a historical relict, becomes a force that has shaped geography and informs social justice. This thematic approach is also intended to facilitate active learning and would be suitable for a flipped or team-based learning-style course since it more easily integrates case studies and higher-order thinking than the traditional model. Each chapter begins with a list of learning objectives. This text was written with the backward course design model in mind and the content of each chapter was structured around these learning objectives. Because of this backward design focus, the length of each chapter is considerably shorter than most traditional textbooks. The intention is for the instructor to supplement the text with problems, case studies, and news articles and to use the text as a springboard for discussing deeper issues. The chapters are written in an accessible style, often addressing the student directly, and the author's voice has intentionally tried to remain present in the text. Following the Washington Post's gender-inclusive style guide, the singular they is intentionally used throughout the text. Rhetorical questions are also used to help students reflect on concepts and to encourage them to dig deeper and consider concepts from different perspectives.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/world-regional-geography,Social Sciences - Geography,Natural Sciences - Earth Sciences,
336,Python for Everybody: Exploring Data Using Python 3,2016,Charles Severance - Author,Charles Severance,"I never seemed to find the perfect data-oriented Python book for my course, so I set out to write just such a book. Luckily at a faculty meeting three weeks before I was about to start my new book from scratch over the holiday break, Dr. Atul Prakash showed me the Think Python book which he had used to teach his Python course that semester. It is a well-written Computer Science text with a focus on short, direct explanations and ease of learning.The overall book structure has been changed to get to doing data analysis problems as quickly as possible and have a series of running examples and exercises about data analysis from the very beginning. Chapters 2–10 are similar to the Think Python book, but there have been major changes. Number-oriented examples and exercises have been replaced with data- oriented exercises. Topics are presented in the order needed to build increasingly sophisticated data analysis solutions. Some topics like try and except are pulled forward and presented as part of the chapter on conditionals. Functions are given very light treatment until they are needed to handle program complexity rather than introduced as an early lesson in abstraction. Nearly all user-defined functions have been removed from the example code and exercises outside of Chapter 4. The word “recursion”1 does not appear in the book at all. In chapters 1 and 11–16, all of the material is brand new, focusing on real-world uses and simple examples of Python for data analysis including regular expressions for searching and parsing, automating tasks on your computer, retrieving data across the network, scraping web pages for data, object-oriented programming, using web services, parsing XML and JSON data, creating and using databases using Structured Query Language, and visualizing data. The ultimate goal of all of these changes is a shift from a Computer Science to an Informatics focus is to only include topics into a first technology class that can be useful even if one chooses not to become a professional programmer.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/python-for-everybody-exploring-data-using-python-3,Computer Science - Programming Languages,,
337,Fundamentals of Electrical Engineering I,2014,Don Johnson - Author,OpenStax CNX,"The course focuses on the creation, manipulation, transmission, and reception of information by electronic means. Elementary signal theory; time- and frequency-domain analysis; Sampling Theorem. Digital information theory; digital transmission of analog signals; error-correcting codes.",Attribution,https://open.umn.edu/opentextbooks/textbooks/fundamentals-of-electrical-engineering-1,Engineering & Technology - Electrical Engineering,,
338,A First Course in Electrical and Computer Engineering,2009,Louis Scharf - Author,OpenStax CNX,"This book was written for an experimental freshman course at the University of Colorado. The course is now an elective that the majority of our electrical and computer engineering students take in the second semester of their freshman year, just before their first circuits course. Our department decided to offer this course for several reasons: we wanted to pique student' interest in engineering by acquainting them with engineering teachers early in their university careers and by providing with exposure to the types of problems that electrical and computer engineers are asked to solve; we wanted students entering the electrical and computer engineering programs to be prepared in complex analysis, phasors, and linear algebra, topics that are of fundamental importance in our discipline; we wanted students to have an introduction to a software application tool, such as MATLAB, to complete their preparation for practical and efficient computing in their subsequent courses and in their professional careers; we wanted students to make early contact with advanced topics like vector graphics, filtering, and binary coding so that they would gain a more rounded picture of modern electrical and computer engineering. In order to introduce this course, we had to sacrifice a second semester of Pascal programming. We concluded that the sacrifice was worth making because we found that most of our students were prepared for high-level language computing after just one semester of programming. We believe engineering educators elsewhere are reaching similar conclusions about their own students and curriculums. We hope this book helps create a much needed dialogue about curriculum revision and that it leads to the development of similar introductory courses that encourage students to enter and practice our craft.Students electing to take this course have completed one semester of calculus, computer programming, chemistry, and humanities. Concurrently with this course, students take physics and a second semester of calculus, as well as a second semester in the humanities. By omitting the advanced topics marked by asterisks, we are able to cover Complex Numbers through Linear Algebra, plus two of the three remaining chapters. The book is organized so that the instructor can select any two of the three. If every chapter of this book is covered, including the advanced topics, then enough material exists for a two-semester course. The first three chapters of this book provide a fairly complete coverage of complex numbers, the functions e^x and e^jand phasors. Our department philosophy is that these topics must be understood if a student is to succeed in electrical and computer engineering. These three chapters may also be used as a supplement to a circuits course. A measured pace of presentation, taking between sixteen and eighteen lectures, is sufficient to cover all but the advanced sections in Complex Numbers through Phasors. The chapter on ""linear algebra"" is prerequisite for all subsequent chapters. We use eight to ten lectures to cover it. We devote twelve to sixteen lectures to cover topics from Vector Graphics through Binary Codes. (We assume a semester consisting of 42 lectures and three exams.) The chapter on vector graphics applies the linear algebra learned in the previous chapter to the problem of translating, scaling, and rotating images. ""Filtering"" introduces the student to basic ideas in averaging and filtering. The chapter on ""Binary Codes"" covers the rudiments of binary coding, including Huffman codes and Hamming codes. If the users of this book find ""Vector Graphics"" through ""Binary Codes"" too confining, we encourage them to supplement the essential material in ""Complex Numbers"" through ""Linear Algebra"" with their own course notes on additional topics. Within electrical and computer engineering there are endless possibilities. Practically any set of topics that can be taught with conviction and enthusiasm will whet the student's appetite. We encourage you to write to us or to our editor, Tom Robbins, about your ideas for additional topics. We would like to think that our book and its subsequent editions will have an open architecture that enables us to accommodate a wide range of student and faculty interests. Throughout this book we have used MATLAB programs to illustrate key ideas. MATLAB is an interactive, matrix-oriented language that is ideally suited to circuit analysis, linear systems, control theory, communications, linear algebra, and numerical analysis. MATLAB is rapidly becoming a standard software tool in universities and engineering companies. (For more information about MATLAB, return the attached card in the back of this book to The MathWorks, Inc.) MATLAB programs are designed to develop the student's ability to solve meaningful problems, compute, and plot in a high-level applications language. Our students get started in MATLAB by working through “An Introduction to MATLAB,” while seated at an IBM PC (or look-alike) or an Apple Macintosh. We also have them run through the demonstration programs in ""Complex Numbers"". Each week we give three classroom lectures and conduct a one-hour computer lab session. Students use this lab session to hone MATLAB skills, to write programs, or to conduct the numerical experiments that are given at the end of each chapter. We require that these experiments be carried out and then reported in a short lab report that contains (i) introduction, (ii) analytical computations, (iii) computer code, (iv) experimental results, and (v) conclusions. The quality of the numerical results and the computer graphics astonishes students. Solutions to the chapter problems are available from the publisher for instructors who adopt this text for classroom use. We wish to acknowledge our late colleague Richard Roberts, who encouraged us to publish this book, and Michael Lightner and Ruth Ravenel, who taught ""Linear Algebra"" and ""Vector Graphics"" and offered helpful suggestions on the manuscript. We thank C. T. Mullis for allowing us to use his notes on binary codes to guide our writing of ""Binary Codes"". We thank Cédric Demeure and Peter Massey for their contributions to the writing of ""An Introduction to MATLAB"" and ""The Edix Editor"". We thank Tom Robbins, our editor at Addison-Wesley, for his encouragement, patience, and many suggestions. We are especially grateful to Julie Fredlund, who composed this text through many drafts and improved it in many ways. We thank her for preparing an excellent manuscript for production.",Attribution,https://open.umn.edu/opentextbooks/textbooks/a-first-course-in-electrical-and-computer-engineering,Engineering & Technology - Electrical Engineering,,
339,Applied Combinatorics,2017,Mitchel T. Keller - Author / William T. Trotter - Author,"Mitchel T. Keller, William T. Trotter","Applied Combinatorics is an open-source textbook for a course covering the fundamental enumeration techniques (permutations, combinations, subsets, pigeon hole principle), recursion and mathematical induction, more advanced enumeration techniques (inclusion-exclusion, generating functions, recurrence relations, Polyá theory), discrete structures (graphs, digraphs, posets, interval orders), and discrete optimization (minimum weight spanning trees, shortest paths, network flows). There are also chapters introducing discrete probability, Ramsey theory, combinatorial applications of network flows, and a few other nuggets of discrete mathematics. Applied Combinatorics began its life as a set of course notes we developed when Mitch was a TA for a larger than usual section of Tom's MATH 3012: Applied Combinatorics course at Georgia Tech in Spring Semester 2006. Since then, the material has been greatly expanded and exercises have been added. The text has been in use for most MATH 3012 sections at Georgia Tech for several years now. Since the text has been available online for free, it has also been adopted at a number of other institutions for a wide variety of courses. In August 2016, we made the first release of Applied Combinatorics in HTML format, thanks to a conversion of the book's source from LaTeX to MathBook XML. An inexpensive print-on-demand version is also available for purchase. Find out all about ways to get the book. Since Fall 2016, Applied Combinatorics has been on the list of approved open textbooks from the American Institute of Mathematics. Applied Combinatorics is open source and licensed under the Creative Commons Attribution-ShareAlike 4.0 International License (CC-BY-SA).",Attribution-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/applied-combinatorics,Mathematics - Applied,,
340,"First Amendment: Cases, Controversies, and Contexts - Second Edition",2016,Ruthann Robson - Author,CALI's eLangdell® Press,"This Casebook (Second Edition, December 2019) is intended to be used in an upper-division course covering the First Amendment to the United States Constitution. Its 14 chapters are substantially the same length, with the exception of Chapter One, the introduction, and Chapters Eleven and Twelve which in combination are the usual length. It is intended for 13 or 14 week semester that meets once or twice per week. Each Chapter contains a “Chapter Outline” at the beginning for ease of reference. The Casebook is organized with the Speech Clauses as Part One and the Religion Clauses as Part Two. Unlike many other courses, there is no accepted organizational scheme within these broad areas. As the Introduction notes, First Amendment doctrine, especially within freedom of speech, presents a varied and haphazard landscape. The Casebook follows a scheme that has proven effective in Professor Robson’s years of teaching the course to hundreds of students. The selection of cases tends toward the most recent and these tend to be less heavily edited. These recent cases often contain extended discussions of earlier cases that are not included in the Casebook.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/first-amendment-cases-controversies-and-contexts,Law,Social Sciences - Political Science,
341,Property Volume 1,2012,Christian Turner - Author,CALI's eLangdell® Press,"This is Volume 1 of a two volume set written for Property Law. From the Preface: Property, as a vaguely defined collection of contract, tort, and criminal cases, does not take on the natural structure of a substantive area of the law through the systematic study of duty, breach, causation, defenses, and damages. Instead this textbook and most Property courses survey various topics in law with two goals in mind. First, we will study a number of traditional property topics, those where the issue of ""ownership"" and what that entails have long been thought to be a central issue. Second, but most importantly, our interdisciplinary study will introduce some of the major analytical techniques in law, from reasoning using precedent to law and economics to distributive justice. As we roam among topics, our goal is always, relentlessly to ask, ""Why?"" ""Why should the law protect this party's interest?"" These major techniques that we will pick up along the way will help us provide better and better answers to this question.",Attribution-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/property-volume-1,Law - Property Law,,
342,Property Volume 2,2012,Christian Turner - Author,CALI's eLangdell® Press,"This is Volume 2 of a two volume set written for Property Law. From the Preface to Volume 1: Property, as a vaguely defined collection of contract, tort, and criminal cases, does not take on the natural structure of a substantive area of the law through the systematic study of duty, breach, causation, defenses, and damages. Instead this textbook and most Property courses survey various topics in law with two goals in mind. First, we will study a number of traditional property topics, those where the issue of ""ownership"" and what that entails have long been thought to be a central issue. Second, but most importantly, our interdisciplinary study will introduce some of the major analytical techniques in law, from reasoning using precedent to law and economics to distributive justice. As we roam among topics, our goal is always, relentlessly to ask, ""Why?"" ""Why should the law protect this party's interest?"" These major techniques that we will pick up along the way will help us provide better and better answers to this question.",Attribution-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/property-volume-2,Law - Property Law,,
343,The Law of Trusts,2013,Browne C. Lewis - Author,CALI's eLangdell® Press,"The use of testamentary trusts is becoming an important part of estate planning. As a result, students who want to make a living as probate attorneys will need to know how trusts fit into estate planning. In addition, bar examiners realize that it is important for students to have a basic knowledge of trust law. That realization will result in bar examination questions that test that knowledge. This book is designed for use as a supplementary text for a course on wills and trusts and the primary text in a seminar or course exploring the law of trusts.",Attribution-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/the-law-of-trusts,Law - Contract Law,,
344,Graphic Design and Print Production Fundamentals,2015,Wayne Collins - Author / Alex Haas - Author / Ken Jeffery - Author / Alan Martin - Author / Roberto Medeiros - Author / Steven Tomljanovic - Author,BCcampus,"This textbook -- written by a group of select experts with a focus on different aspects of the design process, from creation to production -- addresses the many steps of creating and then producing physical, printed, or other imaged products that people interact with on a daily basis. It covers the concept that, while most modern graphic design is created on computers using design software, the ideas and concepts don't stay on the computer. The ideas need to be completed in the computer software, then progress to an imaging (traditionally referred to as printing) process. Keywords are highlighted throughout and summarized in a Glossary at the end of the book, and each chapter includes exercises and suggested readings.",Attribution,https://open.umn.edu/opentextbooks/textbooks/graphic-design-and-print-production-fundamentals,Computer Science,Humanities - Arts,
346,"Writing as Material Practice: Substance, surface and medium",2013,Kathryn Piquette - Editor,Ubiquity Press,"Writing as Material Practice grapples with the issue of writing as a form of material culture in its ancient and more recent manifestations, and in the contexts of production and consumption. Fifteen case studies explore the artefactual nature of writing — the ways in which materials, techniques, colour, scale, orientation and visibility inform the creation of inscribed objects and spaces, as well as structure subsequent engagement, perception and meaning making. Covering a temporal span of some 5000 years, from c.3200 BCE to the present day, and ranging in spatial context from the Americas to the Near East, the chapters in this volume bring a variety of perspectives which contribute to both specific and broader questions of writing materialities. The authors also aim to place past graphical systems in their social contexts so they can be understood in relation to the people who created and attributed meaning to writing and associated symbolic modes through a diverse array of individual and wider social practices.",Attribution,https://open.umn.edu/opentextbooks/textbooks/writing-as-material-practice-substance-surface-and-medium,"Humanities - Literature, Rhetoric, and Poetry",,
348,Anatomy and Physiology of Animals,2015,Ruth Lawson - Author,WikiBooks,Veterinary nurses need to have a firm grasp of the normal structure of an animal's body and how it functions before they can understand the effect diseases and injuries have and the best ways to treat them. This book describes the structure of the animal body and the way in which it works. Animals encountered in normal veterinary practice are used as examples where possible.,Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/anatomy-and-physiology-of-animals,Natural Sciences - Biology,,
349,General Biology,2015,Paul Doerder - Author / Ralph Gibson - Author,WikiBooks,"The word biology means, ""the science of life"", from the Greek bios, life, and logos, wordor knowledge. Therefore, Biology is the science of Living Things. That is why Biology issometimes known as Life Science.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/general-biology,Natural Sciences - Biology,,
350,Biofundamentals 2.0,2015,Michael W. Klymkowsky - Author / Melanie M. Cooper - Author,"Michael Klymkowsky, Melanie Cooper","Our goal is to present the key observations andunifying concepts upon which modern biology isbased; it is not a survey of all biology! Onceunderstood, these foundational observations andconcepts should enable you to approach any biologicalprocess, from disease to kindness, from a scientificperspective. To understand biological systems we need toconsider them from two complementary perspectives;how they came to be (the historic, that is, evolutionary) and how their structures, traits, and behaviors areproduced (the mechanistic, that is, the physicochemical).",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/biofundamentals-2-0,Natural Sciences - Biology,,
351,Concept Development Studies in Chemistry,2013,John S. Hutchinson - Author,OpenStax CNX,"This collection of Concept Development Studies in Chemistry is presented to redirect the focus of learning. In each concept development study, a major chemical concept is developed and refined by analysis of experimental observations and careful reasoning. Each study begins with the definition of an initial Foundation of assumed knowledge, followed by a statement of questions which arise from the Foundation. Analysis of these questions is presented as a series of observations and logical deductions, followed by further questions. This detailed process is followed until the conceptual development of a model provides a reasonable answer to the stated questions.",Attribution,https://open.umn.edu/opentextbooks/textbooks/concept-development-studies-in-chemistry,Natural Sciences - Chemistry,,
352,"Computer Networking : Principles, Protocols and Practice",2011,Olivier Bonaventure - Author,Saylor Foundation,This open textbook aims to fill the gap between the open-source implementations and the open-source network specifications by providing a detailed but pedagogical description of the key principles that guide the operation of the Internet.,Attribution,https://open.umn.edu/opentextbooks/textbooks/computer-networking-principles-protocols-and-practice,Computer Science,,
353,An Introduction to Computer Networks - Second Edition,2014,Peter Lars Dordal - Author,Peter L Dordal,"An Introduction to Computer Networksis a free and open general-purpose computer-networking textbook, complete with diagrams and exercises.It covers the LAN, internetworking and transport layers, focusing primarily on TCP/IP. Particular attention is paid to congestion; other special topics include queuing, real-time traffic, network management, security and the ns simulator. The book is suitable as the primary text for an undergraduate or introductory graduate course in computer networking, as a supplemental text for a wide variety of network-related courses, and as a reference work.",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/an-introduction-to-computer-networks,Computer Science,,
354,Database Design - 2nd Edition,2014,Adrienne Watt - Author,BCcampus,"This second edition of Database Design book covers the concepts used in database systems and the database design process. Topics include: The history of databases Characteristics and benefits of databases Data models Data modelling Classification of database management systems Integrity rules and constraints Functional dependencies Normalization Database development process New to this edition are more examples, highlighted and defined key terms, both throughout and at the end of each chapter, and end-of-chapter review exercises. Two new chapters have been added on SQL, along with appendices that include a data model example, sample ERD exercises and SQL lab with solutions.",Attribution,https://open.umn.edu/opentextbooks/textbooks/database-design-2nd-edition,Computer Science - Databases,,
355,Teaching Crowds: Learning and Social Media,2014,Jon Dron - Author / Terry Anderson - Author,Athabasca University Press,"Within the rapidly expanding field of educational technology, learners and educators must confront a seemingly overwhelming selection of tools designed to deliver and facilitate both online and blended learning. Many of these tools assume that learning is configured and delivered in closed contexts, through learning management systems (LMS). However, while traditional ""classroom"" learning is by no means obsolete, networked learning is in the ascendant. A foundational method in online and blended education, as well as the most common means of informal and self-directed learning, networked learning is rapidly becoming the dominant mode of teaching as well as learning. In Teaching Crowds, Dron and Anderson introduce a new model for understanding and exploiting the pedagogical potential of Web-based technologies, one that rests on connections — on networks and collectives — rather than on separations. Recognizing that online learning both demands and affords new models of teaching and learning, the authors show how learners can engage with social media platforms to create an unbounded field of emergent connections. These connections empower learners, allowing them to draw from one another's expertise to formulate and fulfill their own educational goals. In an increasingly networked world, developing such skills will, they argue, better prepare students to become self-directed, lifelong learners.",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/teaching-crowds-learning-and-social-media,Education,Education - Curriculum & Instruction,
356,"Education for a Digital World: Advice, Guidelines and Effective Practice from Around Globe",2008,Sandy Hirtz - Author / David G. Harper - Author,BCcampus,"Education for a Digital World contains a comprehensive collection of proven strategies and tools for effective online teaching, based on the principles of learning as a social process. It offers practical, contemporary guidance to support e-learning decision-making, instructional choices, as well as program and course planning, and development.Practical advice, real-life examples, case studies, and useful resources supply in-depth perspectives about structuring and fostering socially engaging learning in an online environment. A plethora of e-learning topics provide insights, ideas, and usable tools. Tips and evidence-based theory guide administrators, program and course developers, project teams, and teachers through the development of online learning opportunities.Education for a Digital World is an indispensable guide, resource, textbook and manual for policymakers and practitioners in developing and developed countries.",Attribution-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/education-for-a-digital-world-advice-guidelines-and-effective-practice-from-around-globe,Education,Education - Curriculum & Instruction,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
